"ID";"global_id";"FullName";"ShortName";"INN";"OKPO";"AdmArea";"District";"Address";"Category";"Specialization";"OKVED";"OKVED_Description";"geoData";
"223";"169196036";"Открытое акционерное общество «СПЕЦСТРОЙБЕТОН - ЖБИ № 17»";"ОАО «СПЕЦСТРОЙБЕТОН - ЖБИ № 17»";"7734034503";"3990049";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"3-й Силикатный проезд, дом 10, строение 1";"Неметаллические минеральные продукты";"Строительная";"23.61";"Производство изделий из бетона для использования в строительстве";"{type=Point, coordinates=[37.507795176, 55.773402555]}";
"226";"169196039";"Закрытое акционерное общество «СВЯЗЬСТРОЙДЕТАЛЬ»";"ЗАО «СВЯЗЬСТРОЙДЕТАЛЬ»";"7723005557";"27564371";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, дом 7А";"Электрическое оборудование";"Строительная";"27.33";"Производство электроустановочных изделий";"{type=Point, coordinates=[37.691572363, 55.706523436]}";
"227";"169196040";"Общество с ограниченной ответственностью «СТРОЙЦЕНТРОБЕТОН»";"ООО «СТРОЙЦЕНТРОБЕТОН»";"7715184013";"18343172";"Северо-Восточный административный округ";"район Южное Медведково";"Чермянская улица, дом 1, строение 1";"Неметаллические минеральные продукты";"Строительная";"23.63";"Производство товарного бетона";"{type=Point, coordinates=[37.634882696, 55.884454111]}";
"228";"169196041";"Общество с ограниченной ответственностью «Восход-Метиз»";"ООО «Восход-Метиз»";"7722171128";"18126670";"Восточный административный округ";"район Гольяново";"1-й Иртышский проезд, дом 4, строение 3";"Неметаллические минеральные продукты";"Строительная";"23.63";"Производство товарного бетона";"{type=Point, coordinates=[37.753648387, 55.81187374]}";
"229";"169196042";"Открытое акционерное общество «ОПЫТНЫЙ ЗАВОД СУХИХ СМЕСЕЙ»";"ОАО «ОПЫТНЫЙ ЗАВОД СУХИХ СМЕСЕЙ»";"7726017335";"5668056";"Южный административный округ";"район Бирюлёво Западное";"Мелитопольская улица, дом 11, корпус 2";"Неметаллические минеральные продукты";"Строительная";"23.64";"Производство сухих бетонных смесей";"{type=Point, coordinates=[37.626095962, 55.58455577]}";
"230";"169196043";"Общество с ограниченной ответственностью «ПСК Стройнеруд»";"ООО «ПСК Стройнеруд»";"7706218795";"55202831";"Центральный административный округ";"район Якиманка";"Ленинский проспект, дом 4, строение 1А";"Неметаллические минеральные продукты";"Строительная";"23.63";"Производство товарного бетона";"{type=Point, coordinates=[37.608853918, 55.727522272]}";
"231";"169196044";"Общество с ограниченной ответственностью «ЭРКОН»";"ООО «ЭРКОН»";"7725748396";"38362473";"Восточный административный округ";"район Перово";"2-я улица Энтузиастов, дом 5, корпус 41";"Неметаллические минеральные продукты";"Строительная";"23.63";"Производство товарного бетона";"{type=Point, coordinates=[37.730940994, 55.750447717]}";
"232";"169196045";"Акционерное общество «ЕВРОБЕТОН»";"АО «ЕВРОБЕТОН»";"7734536888";"79407785";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"3-й Силикатный проезд, дом 10, строение 1";"Неметаллические минеральные продукты";"Строительная";"23.63";"Производство товарного бетона";"{type=Point, coordinates=[37.507795176, 55.773402555]}";
"233";"169196046";"Акционерное общество «КОМБИНАТ «МОСИНЖБЕТОН»";"АО «КОМБИНАТ «МОСИНЖБЕТОН»";"7724208292";"5108908";"Северо-Восточный административный округ";"район Южное Медведково";"Вилюйская улица, дом 3, строение 1";"Неметаллические минеральные продукты";"Строительная";"23.63";"Производство товарного бетона";"{type=Point, coordinates=[37.626637354, 55.883572122]}";
"234";"169196047";"Открытое акционерное общество АБЗ-4 «Капотня»";"ОАО АБЗ-4 «Капотня»";"7723094194";"11418567";"Юго-Восточный административный округ";"район Капотня";"улица Верхние Поля, дом 54";"Неметаллические минеральные продукты";"Строительная";"23.99.3";"Производство битуминозных смесей на основе природного асфальта или битума, нефтяного битума, минеральных смол или их пеков";"{type=Point, coordinates=[37.82044206, 55.651673312]}";
"236";"169196049";"Федеральное государственное унитарное предприятие «МЗСС»";"ФГУП «МЗСС»";"7728010663";"5785324";"Юго-Западный административный округ";"район Черёмушки";"улица Обручева, дом 31, строение 9";"Производство ювелирных изделий и аналогичных изделий";"Производство ювелирных изделий и аналогичных изделий";"32.12.1";"Производство изделий технического назначения из драгоценных металлов";"{type=Point, coordinates=[37.551294161, 55.652034047]}";
"237";"169196050";"Общество с ограниченной ответственностью «ЭЛКАТ»";"ООО «ЭЛКАТ»";"7722018271";"5829660";"Юго-Восточный административный округ";"район Лефортово";"2-я Кабельная улица, дом 2";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"24.44";"Производство меди";"{type=Point, coordinates=[37.71131809, 55.746117339]}";
"238";"169196051";"Открытое акционерное общество « САНДВИК-МКТС «";"ОАО « САНДВИК-МКТС «";"7715082847";"196115";"Северо-Восточный административный округ";"район Марьина Роща";"Полковая улица, дом 1";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"25.73";"Производство инструмента";"{type=Point, coordinates=[37.600786597, 55.798084116]}";
"239";"169196052";"Общество с ограниченной ответственностью «МОСКАБЕЛЬ-ЦВЕТМЕТ»";"ООО «МОСКАБЕЛЬ-ЦВЕТМЕТ»";"7722280776";"59885809";"Юго-Восточный административный округ";"район Лефортово";"2-я Кабельная улица, дом 2, строение 5";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"24.45";"Производство прочих цветных металлов";"{type=Point, coordinates=[37.714363234, 55.747927343]}";
"241";"169196054";"Общество с ограниченной ответственностью «Окна Мастер»";"ООО «Окна Мастер»";"7723200195";"58545034";"Восточный административный округ";"район Новогиреево";"Кусковская улица, дом 20А";"Производство изделий из пластмасс";"Производство изделий из пластмасс";"22.23";"Производство пластмассовых изделий, используемых в строительстве";"{type=Point, coordinates=[37.782893138, 55.739770842]}";
"242";"169196055";"Акционерное общество «ВОЗДУХОТЕХНИКА»";"АО «ВОЗДУХОТЕХНИКА»";"7729036880";"4612941";"Западный административный округ";"район Очаково-Матвеевское";"Рябиновая улица, дом 40А";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"25.12";"Производство металлических дверей и окон";"{type=Point, coordinates=[37.426110886, 55.680401313]}";
"244";"169196057";"Открытое акционерное общество «КИМПОР»";"ОАО «КИМПОР»";"5074000276";"218456";"Троицкий административный округ";"поселение Краснопахорское";"село Былово, дом 7А";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"25.50.2";"Предоставление услуг по производству изделий методом порошковой металлургии";"{type=Point, coordinates=[37.245655609, 55.43874795]}";
"245";"169196058";"Общество с ограниченной ответственностью «ЭПУ-ИТЦ»";"ООО «ЭПУ-ИТЦ»";"7727232494";"13524801";"Северный административный округ";"район Коптево";"Нарвская улица, дом 2, строение 30";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"28.52";"28.52 Обработка металлических изделий с использованием основных технологических процессов машиностроения";"{type=Point, coordinates=[37.510600090279, 55.834439916023]}";
"246";"169196059";"Общество с ограниченной ответственностью НПП «ЦИРКОН СЕРВИС»";"ООО НПП «ЦИРКОН СЕРВИС»";"7717652891";"61748184";"Северо-Восточный административный округ";"Алексеевский район";"3-я Мытищинская улица, дом 16, строение 47";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"25.99.11";"Производство раковин, моек, ванн и прочих санитарно-технических изделий и их составных частей из черных металлов, меди или алюминия";"{type=Point, coordinates=[37.645937969, 55.804578403]}";
"247";"169196060";"Открытое акционерное общество «САТЭКС»";"ОАО «САТЭКС»";"7715001291";"26463625";"Северо-Восточный административный округ";"район Марьина Роща";"улица Двинцев, дом 3";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"25.99.11";"роизводство раковин, моек, ванн и прочих санитарно-технических изделий и их составных частей из черных металлов, меди или алюминия";"{type=Point, coordinates=[37.595334402, 55.797181105]}";
"248";"169196061";"Закрытое акционерное общество «66 МОЗ»";"ЗАО «66 МОЗ»";"7711026055";"7620272";"Северный административный округ";"Головинский район";"4-й Лихачёвский переулок, дом 2, строение 1";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"25.99";"Производство прочих готовых металлических изделий, не включенных в другие группировки";"{type=Point, coordinates=[37.526624247, 55.850134993]}";
"249";"169196062";"Филиал общества с ограниченной ответственностью «Промет-сейф»";"ФЛ ООО «Промет-сейф»";"5003084939";"18147270";"Южный административный округ";"район Бирюлёво Восточное";"Московская обл р-н Ленинский г Видное ул Ольховая, 8";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"25.99.21";"Производство бронированных или армированных сейфов, несгораемых шкафов и дверей";"{type=Point, coordinates=[37.67392912, 55.572705183]}";
"250";"169196063";"Общество с ограниченной ответственностью «Московское ПО «Металлпластизделие»";"ООО «Московское ПО «Металлпластизделие»";"7733088915";"3964906";"Северный административный округ";"Савёловский район";"2-я Хуторская улица, дом 31";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"25.99.25";"Производство фурнитуры из недрагоценных металлов для одежды, обуви, кожгалантереи и прочих изделий, в том числе крючков, пряжек, застежек, петелек, колечек, трубчатых и раздвоенных заклепок и др.";"{type=Point, coordinates=[37.569057652, 55.804498407]}";
"251";"169196064";"Общество с ограниченной ответственностью «ЗНАК»";"ООО «ЗНАК»";"7714006804";"16345282";"Восточный административный округ";"район Преображенское";"Электрозаводская улица, дом 21, строение 17";"Металлообрабатывающая промышленность";"Металлургическая промышленность";"25.99.29";"Производство прочих изделий из недрагоценных металлов, не включенных в другие группировки";"{type=Point, coordinates=[37.699587358, 55.786755991]}";
"252";"169196065";"Акционерное общество «ЛГМ»";"АО «ЛГМ»";"7705891581";"62128532";"Юго-Восточный административный округ";"район Печатники";"3-й Угрешский проезд, дом 6, строение 1";"Машины и оборудование";"Машиностроение";"28.12";"Производство гидравлического и пневматического силового оборудования

";"{type=Point, coordinates=[37.695803028, 55.712542693]}";
"253";"169196066";"Открытое акционерное общество «НПП «Темп» им.Ф.Короткова»";"ОАО «НПП «Темп» им.Ф.Короткова»";"7714019049";"7539713";"Северный административный округ";"район Беговой";"улица Правды, дом 23";"Машины и оборудование";"Машиностроение";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие";"{type=Point, coordinates=[37.581973782, 55.788954771]}";
"255";"169196068";"Открытое акционерное общество «НПО «ГИДРОМАШ»";"ОАО «НПО «ГИДРОМАШ»";"7717030298";"220150";"Северо-Восточный административный округ";"Алексеевский район";"2-я Мытищинская улица, дом 2";"Машины и оборудование";"Машиностроение";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие";"{type=Point, coordinates=[37.642913131, 55.795858072]}";
"256";"169196069";"Акционерное общество «САНТЕХПРОМ»";"АО «САНТЕХПРОМ»";"7718014490";"3989804";"Восточный административный округ";"район Гольяново";"Амурская улица, дом 9/6, строение 1-2";"Готовые металлические изделия";"Металлообработка";"25.21.1";"Производство радиаторов";"{type=Point, coordinates=[37.772324111, 55.811452408]}";
"257";"169196070";"Общество с ограниченной ответственностью ПНФ «ЛГ автоматика»";"ООО ПНФ «ЛГ автоматика»";"7721000970";"17839959";"Юго-Восточный административный округ";"район Кузьминки";"Зеленодольская улица, дом 28, корпус 1";"Машины и оборудование";"Машиностроение";"28.14";"Производство прочих кранов и клапанов";"{type=Point, coordinates=[37.772378983, 55.711248678]}";
"261";"169196074";"Открытое акционерное общество «ЩЛЗ»";"ОАО «ЩЛЗ»";"5051000880";"240572";"Новомосковский административный округ";"поселение Щербинка";"г. Щербинка, ул. Первомайская, д. 6";"Машины и оборудование";"Машиностроение";"28.22.6";"Производство лифтов, скриповых подъемников, эскалаторов и движущихся пешеходных дорожек";"{type=Point, coordinates=[37.567575917, 55.50434392]}";
"262";"169196075";"Закрытое акционерное общество «Щербинка ОТИС Лифт»";"ЗАО «Щербинка ОТИС Лифт»";"5051000738";"11251805";"Новомосковский административный округ";"поселение Щербинка";"Щербинка г. Первомайская ул. 6";"Машины и оборудование";"Машиностроение";"28.22.6";"Производство лифтов, скриповых подъемников, эскалаторов и движущихся пешеходных дорожек";"{type=Point, coordinates=[37.567575917, 55.50434392]}";
"264";"169196077";"Общество с ограниченной ответственностью «Рус Стиль»";"ООО «Рус Стиль»";"7726041345";"11642977";"Южный административный округ";"Даниловский район";"Партийный переулок, дом 1, корпус 57, строение 3";"Машины и оборудование";"Машиностроение";"33.12";"Ремонт машин и оборудования";"{type=Point, coordinates=[37.630367849, 55.719358467]}";
"265";"169196078";"Закрытое акционерное общество «ШИНДЛЕР»";"ЗАО «ШИНДЛЕР»";"7704025036";"39581817";"Северо-Восточный административный округ";"Алексеевский район";"Ракетный бульвар, дом 16";"Машины и оборудование";"Машиностроение";"28.22.6";"Производство лифтов, скриповых подъемников, эскалаторов и движущихся пешеходных дорожек";"{type=Point, coordinates=[37.6558698, 55.817493856]}";
"266";"169196079";"Общество с ограниченной ответственностью «СУ-162 МОСЛИФТМОНТАЖ»";"ООО «СУ-162 МОСЛИФТМОНТАЖ»";"7708100044";"47244910";"Северный административный округ";"район Аэропорт";"Часовая улица, дом 30";"Машины и оборудование";"Машиностроение";"33.12";"Ремонт машин и оборудования";"{type=Point, coordinates=[37.519028187, 55.811688056]}";
"267";"169196080";"Открытое акционерное общество «МОС ОТИС»";"ОАО «МОС ОТИС»";"7728054220";"26256719";"Восточный административный округ";"район Соколиная Гора";"Кирпичная улица, дом 21";"Машины и оборудование";"Машиностроение";"33.12";"Ремонт машин и оборудования";"{type=Point, coordinates=[37.729488143, 55.77776513]}";
"268";"169196081";"Публичное акционерное общество «КМЗ»";"ПАО «КМЗ»";"7721024057";"3989810";"Юго-Восточный административный округ";"Нижегородский район";"Рязанский проспект, дом 2, строение 49";"Машины и оборудование";"Машиностроение";"28.22.6";"Производство лифтов, скриповых подъемников, эскалаторов и движущихся пешеходных дорожек";"{type=Point, coordinates=[37.736851582, 55.730427312]}";
"269";"169196082";"Открытое акционерное общество «МОСЛИФТ»";"ОАО «МОСЛИФТ»";"7714941510";"3233456";"Северный административный округ";"район Беговой";"Ленинградский проспект, дом 26, корпус 1";"Машины и оборудование";"Машиностроение";"33.12";"Ремонт машин и оборудования";"{type=Point, coordinates=[37.572541778, 55.783359675]}";
"270";"169196083";"Общество с ограниченной ответственностью «Фабрика Вентиляции ГалВент»";"ООО «Фабрика Вентиляции ГалВент»";"7720605108";"84705473";"Восточный административный округ";"район Перово";"шоссе Энтузиастов, дом 56, строение 47";"Машины и оборудование";"Машиностроение";"28.25";"Производство промышленного холодильного и вентиляционного оборудования";"{type=Point, coordinates=[37.763426544, 55.754659074]}";
"271";"169196084";"Открытое акционерное общество «НПО «ГЕЛИЙМАШ»";"ОАО «НПО «ГЕЛИЙМАШ»";"7725047231";"219247";"Южный административный округ";"Даниловский район";"Автозаводская улица, дом 25";"Машины и оборудование";"Машиностроение";"28.25.1";"Производство теплообменных устройств, оборудования для кондиционирования воздуха промышленного холодильного и морозильного оборудования, производство оборудования для фильтрования и очистки газов";"{type=Point, coordinates=[37.630545522, 55.702659045]}";
"272";"169196085";"Общество с ограниченной ответственностью «ТОО Промхолод»";"ООО «ТОО Промхолод»";"7713029189";"40283255";"Юго-Восточный административный округ";"район Текстильщики";"улица Малышева, дом 11, корпус 3";"Машины и оборудование";"Машиностроение";"28.25.1";"Производство теплообменных устройств, оборудования для кондиционирования воздуха промышленного холодильного и морозильного оборудования, производство оборудования для фильтрования и очистки газов";"{type=Point, coordinates=[37.743487181, 55.698948167]}";
"273";"169196086";"Общество с ограниченной ответственностью «СПЕЦЭНЕРГОРЕМОНТ»";"ООО «СПЕЦЭНЕРГОРЕМОНТ»";"7717149416";"17855817";"Северо-Восточный административный округ";"Останкинский район";"проезд Ольминского, дом 3А";"Машины и оборудование";"Машиностроение";"33.12";"Ремонт машин и оборудования";"{type=Point, coordinates=[37.632958237, 55.813415931]}";
"274";"169196087";"Общество с ограниченной ответственностью «НСК «ЕВРОСЕРВИС»";"ООО «НСК «ЕВРОСЕРВИС»";"7717630552";"88455547";"Северо-Восточный административный округ";"Алексеевский район";"Кучин переулок, дом 14";"Машины и оборудование";"Машиностроение";"33.12";"Ремонт машин и оборудования";"{type=Point, coordinates=[37.641004156, 55.804289174]}";
"275";"169196232";"Закрытое акционерное общество «КОМПАНИЯ ИФ-СЕРВИС»";"ЗАО «КОМПАНИЯ ИФ-СЕРВИС»";"7720204113";"47581754";"Восточный административный округ";"район Измайлово";"9-я Парковая улица, дом 39";"Машины и оборудование";"Машиностроение";"33.12";"Ремонт машин и оборудования";"{type=Point, coordinates=[37.798460593, 55.800487722]}";
"276";"169196233";"Общество с ограниченной ответственностью «ТРАНСРЕМКОМ»";"ООО «ТРАНСРЕМКОМ»";"6952010010";"97842540";"Центральный административный округ";"Басманный район";"Большая Почтовая улица, дом 18, строение 8";"Машины и оборудование";"Машиностроение";"52.21.1";"Деятельность вспомогательная, связанная с железнодорожным транспортом";"{type=Point, coordinates=[37.695631244, 55.776750567]}";
"277";"169196235";"Акционерное общество «НАВИС-ЭЛЕКТРОНИКА»";"АО «НАВИС-ЭЛЕКТРОНИКА»";"7730702460";"29085069";"Западный административный округ";"район Дорогомилово";"улица Кульнева, дом 3, строение 1";"Машины и оборудование";"Машиностроение";"26.51.1";"Производство навигационных, метеорологических, геодезических, геофизических и аналогичного типа приборов, аппаратуры и инструментов";"{type=Point, coordinates=[37.523022803, 55.742704388]}";
"278";"169196236";"Акционерное общество ""Научно-Исследовательский Институт Двигателей""";"АО «НИИД»";"7707696113";"11504778";"Центральный административный округ";"Тверской район";"Новослободская улица, дом 37";"Машины и оборудование";"Машиностроение";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие";"{type=Point, coordinates=[37.597217758, 55.782633464]}";
"279";"169196237";"Открытое акционерное общество «МЗПИ»";"ОАО «МЗПИ»";"7714031737";"7502213";"Северный административный округ";"Хорошёвский район";"4-я Магистральная улица, дом 13";"Машины и оборудование";"Машиностроение";"28.24";"Производство ручных инструментов с механизированным приводом";"{type=Point, coordinates=[37.51708758, 55.769741025]}";
"280";"169196238";"Открытое акционерное общество «ММЗ №3»";"ОАО «ММЗ №3»";"7721013538";"1395503";"Юго-Восточный административный округ";"Рязанский район";"Стахановская улица, дом 6, строение 4";"Машины и оборудование";"Машиностроение";"28.49";"Производство прочих станков";"{type=Point, coordinates=[37.75652438, 55.72283068]}";
"281";"169196239";"Акционерное общество «МОЗ ВНИИМЕТМАШ»";"АО «МОЗ ВНИИМЕТМАШ»";"7721024875";"210542";"Юго-Восточный административный округ";"Рязанский район";"Рязанский проспект, дом 8А";"Машины и оборудование";"Машиностроение";"28.91";"Производство машин и оборудования для металлургии";"{type=Point, coordinates=[37.755001975, 55.725571169]}";
"282";"169196240";"Федеральное государственное унитарное предприятие ЭЗ «МОЛМАШ»";"ФГУП ЭЗ «МОЛМАШ»";"7715080783";"242016";"Северо-Восточный административный округ";"Бутырский район";"улица Добролюбова, дом 8А, строение 1";"Машины и оборудование";"Машиностроение";"28.93";"Производство машин и оборудования для производства пищевых продуктов, напитков и табачных изделий";"{type=Point, coordinates=[37.598721425, 55.810613134]}";
"283";"169196241";"Публичное акционерное общество «Мосточлегмаш»";"ПАО «Мосточлегмаш»";"7731026423";"11467480";"Западный административный округ";"Можайский район";"Дорогобужская улица, дом 14";"Машины и оборудование";"Машиностроение";"28.94.5";"Производство составных частей и принадлежностей машин для текстильного и швейного производства и для обработки кож";"{type=Point, coordinates=[37.41846809, 55.712815259]}";
"286";"169196336";"Акционерное общество «ОБОРОНИТЕЛЬНЫЕ СИСТЕМЫ»";"АО «ОБОРОНИТЕЛЬНЫЕ СИСТЕМЫ»";"0411017748";"41004914";"Западный административный округ";"Можайский район";"Верейская улица, дом 29";"Машины и оборудование";"Радиопромышленность";"25.40";"Производство оружия и боеприпасов";"{type=Point, coordinates=[37.436262747, 55.71101377]}";
"288";"169196246";"Акционерное общество «ПО «МЗ «МОЛНИЯ»";"АО «ПО «МЗ «МОЛНИЯ»";"7721730486";"7624873";"Юго-Восточный административный округ";"Рязанский район";"Рязанский проспект, дом 6А";"Машины и оборудование";"Машиностроение";"26.51";"Производство инструментов и приборов для измерения, тестирования и навигации";"{type=Point, coordinates=[37.750760175, 55.724809057]}";
"289";"169196247";"Открытое акционерное общество «Микромашина»";"ОАО «Микромашина»";"7718014355";"7526314";"Восточный административный округ";"район Богородское";"Просторная улица, дом 7, строение 1";"Машины и оборудование";"Машиностроение";"27.51";"роизводство бытовых электрических приборов";"{type=Point, coordinates=[37.715754108, 55.805514436]}";
"291";"169196249";"Закрытое акционерное общество «ТРИНИТИ СОЛЮШНС»";"ЗАО «ТРИНИТИ СОЛЮШНС»";"7703529979";"74647562";"Северо-Западный административный округ";"район Строгино";"улица Твардовского, дом 8, строение 1";"Производство компьютеров, электронных и оптических изделий";"Электронная промышленность";"26.20";"Производство компьютеров и периферийного оборудования";"{type=Point, coordinates=[37.392164811, 55.794442081]}";
"292";"169196250";"Закрытое акционерное общество «ЭМИКОН»";"ЗАО «ЭМИКОН»";"7726037300";"11361066";"Восточный административный округ";"район Гольяново";"Щёлковское шоссе, дом 77";"Производство компьютеров, электронных и оптических изделий";"Электронная промышленность";"26.20";"Производство компьютеров, электронных и оптических изделий";"{type=Point, coordinates=[37.804299244, 55.811091396]}";
"295";"169196253";"Акционерное общество «НТЦ ЭЛИНС»";"АО «НТЦ ЭЛИНС»";"7735064324";"5601037";"Зеленоградский административный округ";"район Матушкино";"г. Зеленоград, просп Панфиловский, д 4, корп 1, пом V; комн 1-9";"Производство компьютеров, электронных и оптических изделий";"Электронная промышленность";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие";"{type=Point, coordinates=[37.199567111, 56.011918355]}";
"296";"169196254";"Акционерное общество ""КОНЦЕРН ВНИИНС""";"АО КОНЦЕРН ВНИИНС";"7727133398";"17073322";"Юго-Западный административный округ";"район Зюзино";"Сивашская улица, дом 4, корпус 2";"Деятельность профессиональная научная и техническая прочая";"Информационные технологии";"74.90.9";"Деятельность в области защиты информации";"{type=Point, coordinates=[37.602403479, 55.661955681]}";
"298";"169196256";"Открытое акционерное общество «Т-ПЛАТФОРМЫ»";"ОАО «Т-ПЛАТФОРМЫ»";"7736588433";"59592651";"Юго-Западный административный округ";"Ломоносовский район";"улица Крупской, дом 4, корпус 2";"Производство компьютеров, электронных и оптических изделий";"Электронная промышленность";"26.20";"Производство компьютеров и периферийного оборудования";"{type=Point, coordinates=[37.530927443, 55.683217297]}";
"299";"169196257";"Акционерное общество КБ «КОРУНД-М»";"АО КБ «КОРУНД-М»";"7725700394";"66965957";"Южный административный округ";"Нагорный район";"Электролитный проезд, дом 9, корпус 1";"Производство компьютеров, электронных и оптических изделий";"Электронная промышленность";"26.20";"Производство компьютеров и периферийного оборудования";"{type=Point, coordinates=[37.60861079, 55.672400293]}";
"300";"169196342";"Закрытое акционерное общество Крафтвэй корпорейшн ПЛС";"ЗАО Крафтвэй корпорейшн ПЛС";"5018037096";"18184162460002";"Северо-Восточный административный округ";"Алексеевский район";"3-я Мытищинская улица, дом 16, строение 60";"Производство компьютеров, электронных и оптических изделий";"Электронная промышленность";"26.20";"Производство компьютеров и периферийного оборудования";"{type=Point, coordinates=[37.645781139, 55.807051883]}";
"301";"169196259";"Общество с ограниченной ответственностью «ПК АКВАРИУС»";"ООО «ПК АКВАРИУС»";"7701256405";"55017660";"Западный административный округ";"район Проспект Вернадского";"улица Удальцова, дом 85";"Производство компьютеров, электронных и оптических изделий";"Электронная промышленность";"26.20";"Производство компьютеров и периферийного оборудования";"{type=Point, coordinates=[37.486855196, 55.683359571]}";
"303";"169196261";"Закрытое акционерное общество «МЭМЗ ПАМЯТИ РЕВОЛЮЦИИ 1905 ГОДА»";"ЗАО «МЭМЗ ПАМЯТИ РЕВОЛЮЦИИ 1905 ГОДА»";"7703071061";"5758210";"Центральный административный округ";"Пресненский район";"улица Пресненский Вал, дом 27, строение 11";"Производство электрического оборудования";"Электрооборудование";"27.11.1";"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта";"{type=Point, coordinates=[37.571340684, 55.772178775]}";
"304";"169196262";"Закрытое акционерное общество «КРОСНА-МОТОР»";"ЗАО «КРОСНА-МОТОР»";"7703010573";"40025062";"Центральный административный округ";"Пресненский район";"улица Пресненский Вал, дом 27, строение 6";"Производство электрического оборудования";"Электрооборудование";"27.11.1";"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта";"{type=Point, coordinates=[37.574055533, 55.773694614]}";
"305";"169196263";"Акционерное общество «АЭРОЭЛЕКТРОМАШ»";"АО «АЭРОЭЛЕКТРОМАШ»";"7715218978";"51229804";"Северо-Восточный административный округ";"Бутырский район";"Большая Новодмитровская улица, дом 12, строение 15";"Производство электрического оборудования";"Электрооборудование";"27.11.1";"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта";"{type=Point, coordinates=[37.584599723, 55.797706173]}";
"306";"169196264";"Открытое акционерное общество «ПК ХК ЭЛЕКТРОЗАВОД»";"ОАО «ПК ХК ЭЛЕКТРОЗАВОД»";"7718183890";"49890270";"Восточный административный округ";"район Преображенское";"Электрозаводская улица, дом 21";"Производство электрического оборудования";"Электрооборудование";"27.11";"Производство электродвигателей, электрогенераторов и трансформаторов";"{type=Point, coordinates=[37.704080075, 55.7865003]}";
"308";"169196266";"Открытое акционерное общество «Мосэлектрощит»";"ОАО «Мосэлектрощит»";"7731025772";"110496";"Западный административный округ";"Можайский район";"улица Горбунова, дом 12, корпус 2";"Производство электрического оборудования";"Электрооборудование";"27.12";"Производство электрической распределительной и регулирующей аппаратуры";"{type=Point, coordinates=[37.383070398, 55.72641702]}";
"309";"169196267";"Общество с ограниченной ответственностью «КУНЦЕВО - ЭЛЕКТРО»";"ООО «КУНЦЕВО - ЭЛЕКТРО»";"7731137765";"32476017";"Западный административный округ";"район Кунцево";"Молодогвардейская улица, дом 52";"Производство электрического оборудования";"Электрооборудование";"27.12";"Производство электрической распределительной и регулирующей аппаратуры";"{type=Point, coordinates=[37.402239239, 55.734375187]}";
"311";"169196269";"ЛОСИНООСТРОВСКИЙ ЭТЗ - ФЛ ОАО «ЭЛТЕЗА»";"ЛОСИНООСТРОВСКИЙ ЭТЗ - ФЛ ОАО «ЭЛТЕЗА»";"7716523950";"1056712";"Северо-Восточный административный округ";"Бабушкинский район";"улица Лётчика Бабушкина, владение 1, строение 33А";"Электрооборудование, электронное и оптическое оборудование, мед. оборудование";"Электрооборудование";"31.20.1";"31.62.1 Производство, кроме ремонта, прочего электрооборудования, не включенного в другие группировки, без электрооборудования для двигателей и транспортных средств";"{type=Point, coordinates=[37.665542413291, 55.855089477208]}";
"313";"169196271";"Акционерное общество «ГОКБ «ПРОЖЕКТОР»";"АО «ГОКБ «ПРОЖЕКТОР»";"7720699480";"4839952";"Восточный административный округ";"район Перово";"шоссе Энтузиастов, дом 56";"Производство электрического оборудования";"Электрооборудование";"27.12";"Производство электрической распределительной и регулирующей аппаратуры";"{type=Point, coordinates=[37.76664496, 55.760730557]}";
