"ID";"LibraryName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"188";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №137";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, Липецкая улица, дом 10, корпус 1, строение 3";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.598421";"37.670492";"894811656";"0101000000651D8EAED2D54240AC1E300F99CC4B40";"";
"189";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №138";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, Касимовская улица, дом 21";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.595459";"37.657236";"894811658";"01010000007EE02A4F20D44240EF8D210038CC4B40";"";
"190";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система Южного административного округа» Библиотека №139";"Южный административный округ";"район Царицыно";"город Москва, Каспийская улица, дом 20, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.626117";"37.675311";"894811659";"010100000085D0419770D642401D3C139A24D04B40";"";
"191";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №140";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, Липецкая улица, дом 54/21, строение 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.578432";"37.683158";"894811660";"01010000001900AAB871D74240DD7A4D0F0ACA4B40";"";
"192";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №140";"Южный административный округ";"район Бирюлёво Восточное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Лебедянская улица, дом 24, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.583963";"37.685952";"894811661";"01010000001A506F46CDD742407A89B14CBFCA4B40";"";
"193";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №141";"Южный административный округ";"район Царицыно";"город Москва, Бакинская улица, дом 15";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.620967";"37.659075";"894811662";"01010000003C4ED1915CD442409772BED87BCF4B40";"";
"194";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №143";"Южный административный округ";"район Чертаново Центральное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Чертановская улица, дом 41, корпус 3, строение 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.608434";"37.595547";"894811663";"01010000008F1D54E23ACC424022E3512AE1CD4B40";"";
"195";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №147";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Домодедовская улица, дом 44";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.601188";"37.714882";"894811665";"0101000000E23FDD4081DB4240B35F77BAF3CC4B40";"";
"196";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №149";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Ясеневая улица, дом 34, корпус 4";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.603944";"37.744136";"894811666";"01010000005CE333D93FDF4240C64E78094ECD4B40";"";
"106";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Детская библиотека №71";"Восточный административный округ";"район Гольяново";"город Москва, Байкальская улица, дом 46, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.816960";"37.819343";"894811667";"0101000000709A3E3BE0E84240F111312592E84B40";"";
"197";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №150";"Южный административный округ";"район Братеево";"город Москва, Ключевая улица, дом 10, корпус 2";"17";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.635515";"37.757292";"894811668";"0101000000DFC2BAF1EEE04240088F368E58D14B40";"";
"107";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №72";"Восточный административный округ";"район Гольяново";"город Москва, Уссурийская улица, дом 9";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.823975";"37.819073";"894811669";"0101000000B0045262D7E842405DDC460378E94B40";"";
"198";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Центральная детская библиотека №152";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Воронежская улица, дом 10";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.608897";"37.726502";"894811670";"0101000000433D7D04FEDC4240F6D03E56F0CD4B40";"";
"108";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №79 имени Бориса Андреевича Лавренева";"Восточный административный округ";"район Восточное Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 23";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795312";"37.811492";"894811671";"01010000009A7B48F8DEE74240E50E9BC8CCE54B40";"";
"199";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Детская библиотека №153";"Южный административный округ";"район Зябликово";"город Москва, Задонский проезд, дом 24, корпус 3";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.621648";"37.753658";"894811672";"0101000000342F87DD77E04240D9CF622992CF4B40";"";
"200";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Детская библиотека №155";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 15, корпус 2, строение 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.607159";"37.746698";"894811674";"01010000008BFED0CC93DF42406D3CD862B7CD4B40";"";
"109";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №80";"Восточный административный округ";"район Ивановское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 24, корпус 3А";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.779241";"37.837327";"894811675";"01010000006687F8872DEB4240E659492BBEE34B40";"";
"118";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №221 имени Роберта Ивановича Рождественского";"Западный административный округ";"район Солнцево";"город Москва, Боровский проезд, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.655234";"37.390460";"894811676";"0101000000B532E197FAB14240179D2CB5DED34B40";"";
"110";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №82";"Восточный административный округ";"район Измайлово";"город Москва, 4-я Парковая улица, дом 12, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790965";"37.786249";"894811677";"0101000000A0C1A6CEA3E44240ECA353573EE54B40";"";
"119";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №222";"Западный административный округ";"район Солнцево";"город Москва, улица Богданова, дом 14";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.657337";"37.407843";"894811678";"010100000086730D3334B44240B2B96A9E23D44B40";"";
"111";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №85";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 26/2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795757";"37.782898";"894811679";"01010000004A0D6D0036E442401348895DDBE54B40";"";
"120";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №223";"Западный административный округ";"район Ново-Переделкино";"город Москва, Боровское шоссе, дом 46";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.636524";"37.348392";"894811680";"01010000001118EB1B98AC42403F8F519E79D14B40";"";
"112";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №93 имени Александра Александровича Блока";"Восточный административный округ";"район Ивановское";"город Москва, улица Сталеваров, дом 14, корпус 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757344";"37.839377";"894811681";"0101000000DE019EB470EB424032E9EFA5F0E04B40";"";
"121";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №223";"Западный административный округ";"район Ново-Переделкино";"город Москва, Новопеределкинская улица, дом 8";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.640375";"37.369188";"894811682";"0101000000AF09698D41AF42408716D9CEF7D14B40";"";
"122";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №50";"Северо-Восточный административный округ";"район Марьина Роща";"город Москва, Шереметьевская улица, дом 9, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795793";"37.615389";"894811683";"0101000000B9A81611C5CE424060B1868BDCE54B40";"";
"113";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №97";"Восточный административный округ";"район Новокосино";"город Москва, Новокосинская улица, дом 15, корпус 3";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.737902";"37.853811";"894811684";"010100000087FBC8AD49ED424095D39E9273DE4B40";"";
"123";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система Новомосковская» Библиотека №257";"Новомосковский административный округ";"поселение ""Мосрентген""";"город Москва, поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 19";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.622731";"37.472342";"894811685";"01010000007C43E1B375BC42404A9A3FA6B5CF4B40";"";
"114";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Детская библиотека №99";"Восточный административный округ";"район Новокосино";"город Москва, Суздальская улица, дом 38, корпус 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.745498";"37.872730";"894811686";"0101000000791EDC9DB5EF4240E09D7C7A6CDF4B40";"";
"124";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система Новомосковская» Библиотека №258";"Новомосковский административный округ";"поселение Воскресенское";"город Москва, поселение Воскресенское, посёлок Воскресенское, дом 39";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.531642";"37.446731";"894811687";"0101000000008E3D7B2EB942400B9755D80CC44B40";"";
"115";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №204 Центр культурного наследия Николая Степановича Гумилева";"Западный административный округ";"район Фили-Давыдково";"город Москва, Кременчугская улица, дом 22";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.718010";"37.461337";"894811688";"0101000000A6B73F170DBB4240B9196EC0E7DB4B40";"";
"125";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №171";"Юго-Западный административный округ";"район Ясенево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Тарусская улица, дом 14, корпус 2";"13";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.604463";"37.530301";"894811689";"01010000009F0436E7E0C342402F52280B5FCD4B40";"";
"116";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №216";"Западный административный округ";"район Раменки";"город Москва, улица Лобачевского, дом 100";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.684772";"37.481702";"894811692";"01010000007A354069A8BD4240B79BE09BA6D74B40";"";
"117";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №220";"Западный административный округ";"район Очаково-Матвеевское";"город Москва, улица Наташи Ковшовой, дом 7/1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.683539";"37.453944";"894811693";"0101000000931B45D61ABA42403145B9347ED74B40";"";
"127";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №183 имени Данте Алигьери";"Юго-Западный административный округ";"Гагаринский район";"город Москва, Университетский проспект, дом 4";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.697067";"37.553810";"894811694";"01010000005019FF3EE3C64240770FD07D39D94B40";"";
"128";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №185";"Юго-Западный административный округ";"район Котловка";"город Москва, Нагорный бульвар, дом 3";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.674707";"37.592976";"894811695";"01010000000DA837A3E6CB4240EEB089CC5CD64B40";"";
"181";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №223";"Западный административный округ";"район Ново-Переделкино";"город Москва, Боровское шоссе, дом 33, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.640910";"37.361763";"894811916";"010100000091F3FE3F4EAE4240F5D6C05609D24B40";"";
"169";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Детская библиотека №145";"Южный административный округ";"район Зябликово";"город Москва, улица Мусы Джалиля, дом 34, корпус 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.617241";"37.737488";"894811917";"0101000000A298BC0166DE42400B60CAC001CF4B40";"";
"126";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №171";"Юго-Западный административный округ";"район Ясенево";"город Москва, улица Паустовского, дом 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.600206";"37.542913";"894811918";"010100000060C9552C7EC54240766EDA8CD3CC4B40";"";
"253";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №221 имени Роберта Ивановича Рождественского";"Западный административный округ";"район Солнцево";"город Москва, Солнцевский проспект, дом 30";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.648981";"37.410529";"908565704";"0101000000A087DA368CB44240D95C35CF11D34B40";"";
"254";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №221 имени Роберта Ивановича Рождественского";"Западный административный округ";"район Солнцево";"город Москва, Производственная улица, дом 5";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.649637";"37.385115";"908565707";"01010000007A19C5724BB14240C2A2224E27D34B40";"";
"212";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №119";"Юго-Восточный административный округ";"район Лефортово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, шоссе Энтузиастов, дом 24/43";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.751021";"37.717941";"908565904";"010100000091BA9D7DE5DB4240FBCDC47421E04B40";"";
"213";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №121";"Юго-Восточный административный округ";"Южнопортовый район";"город Москва, улица Трофимова, дом 29";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.702850";"37.681029";"908565905";"0101000000555051F52BD742402EFF21FDF6D94B40";"";
"214";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №123";"Юго-Восточный административный округ";"Нижегородский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, улица Верхняя Хохловка, дом 39/47";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733325";"37.721714";"908565906";"01010000005D88D51F61DC42406B2BF697DDDD4B40";"";
"215";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №123";"Юго-Восточный административный округ";"Нижегородский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, улица Рогожский Посёлок, дом 5";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.737578";"37.701816";"908565907";"01010000009FE74F1BD5D94240E21FB6F468DE4B40";"";
"216";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №124";"Юго-Восточный административный округ";"Южнопортовый район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Сайкина, дом 9/1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.707471";"37.668606";"908565908";"010100000066F4A3E194D5424028EFE3688EDA4B40";"";
"217";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №132";"Юго-Восточный административный округ";"район Печатники";"город Москва, Батюнинская улица, дом 14";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.659856";"37.705221";"908565909";"0101000000E9B985AE44DA4240E108522976D44B40";"";
"218";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №135";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Перерва, дом 24, строение 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.651547";"37.730553";"908565910";"0101000000527FBDC282DD4240496760E465D34B40";"";
"219";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №135";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Донецкая улица, дом 33";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.644608";"37.711635";"908565911";"010100000030D80DDB16DB4240B75ED38382D24B40";"";
"220";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №83";"Восточный административный округ";"район Измайлово";"город Москва, 7-я Парковая улица, дом 27";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.802224";"37.793337";"908565912";"010100000077DA1A118CE542407D08AA46AFE64B40";"";
"221";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №86";"Восточный административный округ";"район Измайлово";"город Москва, Измайловский проезд, дом 4";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.791283";"37.769981";"908565913";"01010000004CC5C6BC8EE24240BD70E7C248E54B40";"";
"222";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №200 «Истоки»";"Западный административный округ";"район Кунцево";"город Москва, улица Ивана Франко, дом 32, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.728089";"37.421488";"908565914";"010100000006D49B51F3B54240E6C9350532DD4B40";"";
"223";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №105";"Юго-Восточный административный округ";"район Люблино";"город Москва, Кубанская улица, дом 16/2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.683787";"37.743893";"908565915";"0101000000965CC5E237DF42400937195586D74B40";"";
"224";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №106";"Юго-Восточный административный округ";"Рязанский район";"город Москва, Яснополянская улица, дом 3, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.722664";"37.787390";"908565916";"010100000046990D32C9E442408FFF024180DC4B40";"";
"225";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №118";"Юго-Восточный административный округ";"район Лефортово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Энергетическая улица, дом 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.761153";"37.702499";"908565917";"0101000000823CBB7CEBD942404B2025766DE14B40";"";
"226";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №126";"Юго-Восточный административный округ";"район Лефортово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Красноказарменная улица, дом 10";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757379";"37.697837";"908565918";"010100000029780AB952D94240AED689CBF1E04B40";"";
"227";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №134";"Юго-Восточный административный округ";"район Капотня";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Капотня, 3-й квартал Капотня, дом 13";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.635559";"37.795565";"908565919";"0101000000CF6BEC12D5E54240D8D64FFF59D14B40";"";
"228";"Государственное бюджетное учреждение культуры города Москвы «Дом Гоголя» Выставочный зал";"Центральный административный округ";"район Арбат";"город Москва, Никитский бульвар, дом 7";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.753681";"37.599822";"908565920";"0101000000EEB5A0F7C6CC4240EC4E779E78E04B40";"";
"229";"Государственное бюджетное учреждение культуры города Москвы «Дом Гоголя» Библиотека и музей";"Центральный административный округ";"район Арбат";"город Москва, Никитский бульвар, дом 7А";"15";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.754142";"37.599822";"908565921";"0101000000EEB5A0F7C6CC424020459DB987E04B40";"";
"230";"Государственное бюджетное учреждение культуры города Москвы «Библиотека искусств имени Алексея Петровича Боголюбова» Отдел «Детская библиотека»";"Центральный административный округ";"Тверской район";"город Москва, Новослободская улица, дом 49/2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.786510";"37.593480";"908565922";"0101000000406A1327F7CB42400DFD135CACE44B40";"";
"231";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №72";"Восточный административный округ";"район Гольяново";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 6, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.817633";"37.828416";"908565923";"0101000000D7BD158909EA4240B090B932A8E84B40";"";
"232";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №74";"Восточный административный округ";"район Богородское";"город Москва, Ивантеевская улица, дом 4, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.819489";"37.716127";"908565924";"01010000002C64AE0CAADB42404337FB03E5E84B40";"";
"233";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №74";"Восточный административный округ";"район Богородское";"город Москва, Краснобогатырская улица, дом 75, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.808801";"37.707305";"908565925";"01010000000DA661F888DA42406EFC89CA86E74B40";"";
"234";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №76 имени Михаила Юрьевича Лермонтова";"Восточный административный округ";"район Сокольники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Шумкина, дом 17/16";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.788075";"37.670672";"908565926";"0101000000E52B8194D8D54240C9E53FA4DFE44B40";"";
"235";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №76 имени Михаила Юрьевича Лермонтова";"Восточный административный округ";"район Сокольники";"город Москва, улица Короленко, дом 2/23, корпус 4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.797382";"37.687650";"908565927";"0101000000158C4AEA04D84240A435069D10E64B40";"";
"255";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №27";"Северный административный округ";"район Ховрино";"город Москва, Фестивальная улица, дом 67";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.862013";"37.501482";"908565928";"01010000002FC4EA8F30C0424009DD257156EE4B40";"";
"256";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №47";"Северный административный округ";"район Западное Дегунино";"город Москва, Весенняя улица, дом 8";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.872912";"37.516953";"908565929";"0101000000D84812842BC242409A249694BBEF4B40";"";
"257";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №6 имени Викентия Викентьевича Вересаева";"Центральный административный округ";"район Хамовники";"город Москва, Ружейный переулок, дом 4, строение 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743504";"37.580468";"908565931";"0101000000F12F82C64CCA4240FC389A232BDF4B40";"";
"258";"Государственное бюджетное учреждение культуры города Москвы «Центральная городская молодежная библиотека имени Михаила Аркадьевича Светлова»";"Центральный административный округ";"Пресненский район";"город Москва, Большой Тишинский переулок, дом 24";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.769190";"37.574047";"908565932";"0101000000F7AE415F7AC94240833463D174E24B40";"";
"271";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №169 «Проспект»";"Юго-Западный административный округ";"район Тёплый Стан";"город Москва, Ленинский проспект, дом 127";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.645724";"37.476704";"908565933";"0101000000AAEFFCA204BD4240041F8315A7D24B40";"";
"259";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №195";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, улица Адмирала Лазарева, дом 61";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.538294";"37.508419";"908565934";"010100000020D5B0DF13C1424007D15AD1E6C44B40";"";
"272";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗелАО» Центральная детская библиотека №251";"Зеленоградский административный округ";"район Матушкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 401";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"56.000417";"37.208979";"908565935";"01010000008046E9D2BF9A424064AE0CAA0D004C40";"";
